,Positions,Locations,Categories
322,Sr. Manufacturing Equipment Engineer (Powertrain Battery),"Newark, CA",Manufacturing – Manufacturing
323,"Sr. Manufacturing Equipment Engineer (Powertrain, Battery Wire Bonding)","Casa Grande, AZ",Manufacturing – Manufacturing
324,"Sr. Manufacturing Equipment Engineer (Powertrain, Battery)","Casa Grande, AZ",Manufacturing – Manufacturing
325,"Sr. Manufacturing Equipment Engineer (Powertrain, Motor)","Casa Grande, AZ",Manufacturing – Manufacturing
326,Team Member - Metrologist,"Casa Grande, AZ",Manufacturing – Manufacturing
327,Technical Training Specialist,"Casa Grande, AZ",Manufacturing – Manufacturing
328,Vehicle Evaluation Manager,"Casa Grande, AZ",Manufacturing – Manufacturing
329,BIW - Joining Quality Technician,"Casa Grande, AZ",Manufacturing – Production Team
330,General Assembly Production Team Member,"Casa Grande, AZ",Manufacturing – Production Team
331,Inspection Team Member - Production,"Casa Grande, AZ",Manufacturing – Production Team
332,Maintenance Electrical - Body in White,"Casa Grande, AZ",Manufacturing – Production Team
333,Maintenance Mechanical,"Casa Grande, AZ",Manufacturing – Production Team
334,Maintenance Mechanical Technician BIW,"Casa Grande, AZ",Manufacturing – Production Team
335,Manual Painter Production Associate,"Casa Grande, AZ",Manufacturing – Production Team
336,Metrology Technician - Body in White,"Casa Grande, AZ",Manufacturing – Production Team
337,Paint Maintenance Technician - Electrical,"Casa Grande, AZ",Manufacturing – Production Team
338,Paint Maintenance Technician - Mechanical,"Casa Grande, AZ",Manufacturing – Production Team
339,Paint Production Associate,"Casa Grande, AZ",Manufacturing – Production Team
340,Paintless Dent Repair (PDR) Production Associate,"Casa Grande, AZ",Manufacturing – Production Team
341,Powertrain Production Team Lead,"Casa Grande, AZ",Manufacturing – Production Team
342,Production Maintenance Technician,"Casa Grande, AZ",Manufacturing – Production Team
343,Production Maintenance Technician,"Casa Grande, AZ",Manufacturing – Production Team
344,Production Team Member,"Casa Grande, AZ",Manufacturing – Production Team
345,Production Team Member - Powertrain,"Casa Grande, AZ",Manufacturing – Production Team
346,Quality Control Team Member - Repair,"Casa Grande, AZ",Manufacturing – Production Team
347,"Repair Technician, Completed Vehicle","Casa Grande, AZ",Manufacturing – Production Team
348,"Director, Digital Customer Experience Marketing","Newark, CA",Marketing – Marketing
349,"Manager, Vehicle Product Marketing","Newark, CA",Marketing – Marketing
350,Product PR Manager,"Newark, CA",Marketing – Marketing
351,"Senior Web Developer, Drupal","Newark, CA",Marketing – Marketing
352,Social Media Marketing Manager,"Newark, CA",Marketing – Marketing
353,Vehicle Product Line Manager,"Newark, CA",Marketing – Marketing
354,Facilities Coordinator,"Newark, CA",People & Places – Corporate Facilities
355,Facilities Director,"Newark, CA",People & Places – Corporate Facilities
356,Facilities Maintenance Technician,"Newark, CA",People & Places – Corporate Facilities
357,Office Facilities Manager,"Casa Grande, AZ",People & Places – Corporate Facilities
358,Compensation Analyst,"Newark, CA",People & Places – Human Resources
359,Compensation and Benefits Manager,"Newark, CA",People & Places – Human Resources
360,Director Business Operations,"Newark, CA",People & Places – Human Resources
361,"Director, Total Rewards","Newark, CA",People & Places – Human Resources
362,Immigration Specialist,"Newark, CA",People & Places – Human Resources
363,Inclusion & Diversity Program Manager,"Newark, CA",People & Places – Human Resources
364,"Senior Manager, HR Business Partner","Newark, CA",People & Places – Human Resources
365,"Senior Manager, Internal Communications","Newark, CA",People & Places – Human Resources
366,"Senior Manager, Talent Management","Newark, CA",People & Places – Human Resources
367,Sr. HR Program Manager,"Newark, CA",People & Places – Human Resources
368,Stock Administrator,"Newark, CA",People & Places – Human Resources
369,Web Designer,"Casa Grande, AZ",People & Places – Human Resources
370,Talent Acquisition - Diversity Sourcer,"Newark, CA",People & Places – Talent Acquisition
371,Talent Acquisition Sourcer,"Newark, CA",People & Places – Talent Acquisition
372,"Construction Manager, Retail Development","Newark, CA",Retail Operations – Retail Development
373,"Real Estate Manager, Retail Development","Newark, CA",Retail Operations – Retail Development
374,"Senior Construction Manager, Retail Development","Newark, CA",Retail Operations – Retail Development
375,"Senior Design Manager, Retail Development","Newark, CA",Retail Operations – Retail Development
376,Business Planning Analyst,"Newark, CA",Retail Operations – Sales
377,Business Process Manager,"Newark, CA",Retail Operations – Sales
378,"Director, Service","Newark, CA",Retail Operations – Sales
379,DMV Operations Specialist,"Newark, CA",Retail Operations – Sales
380,Field Service Software Engineer,"Newark, CA",Retail Operations – Sales
381,Lucid Studio Advisor – Beverly Hills,"Beverly Hills, CA",Retail Operations – Sales
382,Lucid Studio Associate – Beverly Hills,"Beverly Hills, CA",Retail Operations – Sales
383,"Manager, Global Business Planning","Newark, CA",Retail Operations – Sales
384,Receptionist,"Newark, CA",Retail Operations – Sales
385,Sales and Marketing Associate,"Newark, CA",Retail Operations – Sales
386,Sales Enablement Instructional Designer,"Newark, CA",Retail Operations – Sales
387,Senior Business Intelligence Analyst,"Newark, CA",Retail Operations – Sales
388,Senior Manager of Retail Operations,"Newark, CA",Retail Operations – Sales
389,Service Technician – Beverly Hills,"Beverly Hills, CA",Retail Operations – Sales
390,Service Technician – Fremont,"Fremont, CA",Retail Operations – Sales
391,Service Technician – Torrance,"Torrance, CA",Retail Operations – Sales
392,Studio Manager – Brickell City Center,"Miami, FL",Retail Operations – Sales
393,Studio Manager – Century City,"Los Angeles, CA",Retail Operations – Sales
394,Studio Manager – Valley Fair,"Santa Clara, CA",Retail Operations – Sales
395,Business Operations Analyst,"Newark, CA",Retail Operations – Service Operations
396,Business Systems Manager,"Newark, CA",Retail Operations – Service Operations
397,Field Service Powertrain/HV Battery Engineer,"Newark, CA",Retail Operations – Service Operations
398,Interactive Media and Instructional Designer,"Newark, CA",Retail Operations – Service Operations
399,Packaging Design Engineer – Service (After-Sales),"Newark, CA",Retail Operations – Service Operations
400,Procurement and Planning Manager - Service After Sales Market,"Newark, CA",Retail Operations – Service Operations
401,Service Supply Chain Manager,"Newark, CA",Retail Operations – Service Operations
402,"Data Scientist, Quality Information & Analytics","Newark, CA",Supply Chain & Operations – Corporate Quality
403,CDL Class A Driver,"Newark, CA",Supply Chain & Operations – Logistics
404,Cycle Counter / Auditor,"Casa Grande, AZ",Supply Chain & Operations – Logistics
405,Freight Bill Audit Payment Coordinator,"Casa Grande, AZ",Supply Chain & Operations – Logistics
406,Hot Parts Call Analyst,"Casa Grande, AZ",Supply Chain & Operations – Logistics
407,Key Performance Indicators (KPI) Analyst,"Casa Grande, AZ",Supply Chain & Operations – Logistics
408,Logistics Purchasing Buyer,"Casa Grande, AZ",Supply Chain & Operations – Logistics
409,Material Flow Design Engineer,"Casa Grande, AZ",Supply Chain & Operations – Logistics
410,Material Flow Engineering Technician,"Casa Grande, AZ",Supply Chain & Operations – Logistics
411,Material Flow Engineering Technician,"Newark, CA",Supply Chain & Operations – Logistics
412,Material Flow Industrial Engineer,"Casa Grande, AZ",Supply Chain & Operations – Logistics
413,Material Handling Technician,"Casa Grande, AZ",Supply Chain & Operations – Logistics
414,Operations Manager- Plant Logistics,"Casa Grande, AZ",Supply Chain & Operations – Logistics
415,Outbound Logistics Coordinator- Finished Vehicle,"Newark, CA",Supply Chain & Operations – Logistics
416,Packaging Design Engineer,"Casa Grande, AZ",Supply Chain & Operations – Logistics
417,Plant Logistics Analyst,"Casa Grande, AZ",Supply Chain & Operations – Logistics
418,Supply Chain Analyst,"Newark, CA",Supply Chain & Operations – Logistics
419,Team Leader Logistics,"Casa Grande, AZ",Supply Chain & Operations – Logistics
420,Training Specialist-Material Handling Equipment,"Casa Grande, AZ",Supply Chain & Operations – Logistics
421,Global Supply Manager - Powertrain Systems,"Newark, CA",Supply Chain & Operations – Purchasing
422,Global Supply Manager – Body Exterior,"Newark, CA",Supply Chain & Operations – Purchasing
423,"Global Supply Manager, 12V Harness and Accessories","Newark, CA",Supply Chain & Operations – Purchasing
424,"Global Supply Manager, Body Structures","Newark, CA",Supply Chain & Operations – Purchasing
425,"Global Supply Manager, Construction","Casa Grande, AZ",Supply Chain & Operations – Purchasing
426,"Global Supply Manager, Cooling/Thermal Systems","Newark, CA",Supply Chain & Operations – Purchasing
427,"Global Supply Manager, Electrical Systems and Components","Newark, CA",Supply Chain & Operations – Purchasing
428,"Global Supply Manager, Interior Trim","Newark, CA",Supply Chain & Operations – Purchasing
429,"Global Supply Manager, Mechanical Fabrications","Newark, CA",Supply Chain & Operations – Purchasing
430,"Global Supply Manager, Retail","Newark, CA",Supply Chain & Operations – Purchasing
431,"Global Supply Manager, Software Application and Services","Newark, CA",Supply Chain & Operations – Purchasing
432,Material Planner,"Casa Grande, AZ",Supply Chain & Operations – Purchasing
433,Purchasing Associate,"Casa Grande, AZ",Supply Chain & Operations – Purchasing
434,Supply Chain Program Manager,"Newark, CA",Supply Chain & Operations – Purchasing
435,"Manager, Quality Data & Analytics","Newark, CA",Supply Chain & Operations – Supplier Quality
436,"Manager, Quality Strategy and Promotion","Newark, CA",Supply Chain & Operations – Supplier Quality
437,"Sr. Manager, Field Quality Assurance","Newark, CA",Supply Chain & Operations – Supplier Quality
438,"Sr. Manager, Field Quality Improvement","Newark, CA",Supply Chain & Operations – Supplier Quality
439,Supplier Quality Engineer,"Newark, CA",Supply Chain & Operations – Supplier Quality
440,"Supplier Quality Engineer, PCB/PCBA","Newark, CA",Supply Chain & Operations – Supplier Quality
441,"Vehicle Quality Specialist, Field Quality Improvement","Newark, CA",Supply Chain & Operations – Supplier Quality
